Name,Class,Position,Height,Hometown,High School,team_id,team_name,conference_id,conference_name,school_url,school_athletic_url,state,division,year,team_short,conference_short,Number
Sydney Valentine,Fr.,OH,5-10,"Anaheim, CA",Canyon,17,Alcorn State University,916.0,Southwestern Athletic Conf.,www.alcorn.edu,www.alcornsports.com,MS,D-I,2024-25,Alcorn,SWAC,1
Michaela Branner,Fr.,OH,6-1,"Oakland, CA",Skyline,17,Alcorn State University,916.0,Southwestern Athletic Conf.,www.alcorn.edu,www.alcornsports.com,MS,D-I,2024-25,Alcorn,SWAC,13
Kayla Jones,Fr.,OH,5-8,"Spring, TX",MacArthur,17,Alcorn State University,916.0,Southwestern Athletic Conf.,www.alcorn.edu,www.alcornsports.com,MS,D-I,2024-25,Alcorn,SWAC,17
Demya Tate,Jr.,MB,6-1,"Chandler, AZ",Hamilton,17,Alcorn State University,916.0,Southwestern Athletic Conf.,www.alcorn.edu,www.alcornsports.com,MS,D-I,2024-25,Alcorn,SWAC,0
Ramona Pulu,Jr.,S,5-9,"Henderson, NV",Liberty,17,Alcorn State University,916.0,Southwestern Athletic Conf.,www.alcorn.edu,www.alcornsports.com,MS,D-I,2024-25,Alcorn,SWAC,9
Bailey Upshaw,Fr.,MB,5-11,"La Porte, TX",La Porte,17,Alcorn State University,916.0,Southwestern Athletic Conf.,www.alcorn.edu,www.alcornsports.com,MS,D-I,2024-25,Alcorn,SWAC,2
Paris Johnson,Fr.,OH,5-11,"Horn Lake, MS",Horn Lake,17,Alcorn State University,916.0,Southwestern Athletic Conf.,www.alcorn.edu,www.alcornsports.com,MS,D-I,2024-25,Alcorn,SWAC,8
Kennedy Brooks,Fr.,OH,5-8,"Madison, MS",Ridgeland,17,Alcorn State University,916.0,Southwestern Athletic Conf.,www.alcorn.edu,www.alcornsports.com,MS,D-I,2024-25,Alcorn,SWAC,11
Kasey Watkins,Fr.,OH,5-8,"Cedar Hill, TX",Cedar Hill,17,Alcorn State University,916.0,Southwestern Athletic Conf.,www.alcorn.edu,www.alcornsports.com,MS,D-I,2024-25,Alcorn,SWAC,5
Erin Mims,Fr.,OH,5-8,"Amarillo, TX",Dalo Duro,17,Alcorn State University,916.0,Southwestern Athletic Conf.,www.alcorn.edu,www.alcornsports.com,MS,D-I,2024-25,Alcorn,SWAC,7
Holly Hopkins,So.,OH,6-0,"Newport Beach, CA",Mater Dei,23,American University,838.0,Patriot League,american.edu,www.aueagles.com,DC,D-I,2024-25,American,Patriot,11
Carly Sciborski,So.,OPP,6-4,"Chapel Hill, NC",Chapel Hill,23,American University,838.0,Patriot League,american.edu,www.aueagles.com,DC,D-I,2024-25,American,Patriot,23
Lilou Stegeman,Sr.,MB,6-2,"Lutz, FL",George Steinbrenner,23,American University,838.0,Patriot League,american.edu,www.aueagles.com,DC,D-I,2024-25,American,Patriot,9
Adelina Berisha,Jr.,OH,6-2,"Scotch Plains, NJ",Scotch Plains-Fanwood,23,American University,838.0,Patriot League,american.edu,www.aueagles.com,DC,D-I,2024-25,American,Patriot,10
Maiden McLoughlin,So.,OH,5-11,"Charlotte, NC",Providence Day School,23,American University,838.0,Patriot League,american.edu,www.aueagles.com,DC,D-I,2024-25,American,Patriot,13
Esma Sipahi,Sr.,S,6-0,"Istanbul, Turkey",TED Istanbul College,23,American University,838.0,Patriot League,american.edu,www.aueagles.com,DC,D-I,2024-25,American,Patriot,17
Bridget Javitch,Sr.,L/DS,5-7,"Westerville, OH",St. Francis DeSales,23,American University,838.0,Patriot League,american.edu,www.aueagles.com,DC,D-I,2024-25,American,Patriot,6
Maddy Stewart,So.,S,6-1,"Annapolis, MD",Broadneck,23,American University,838.0,Patriot League,american.edu,www.aueagles.com,DC,D-I,2024-25,American,Patriot,7
Sofia Osterdahl,So.,OH,5-11,"Stockholm, Sweden",llebergsgymnasiet,23,American University,838.0,Patriot League,american.edu,www.aueagles.com,DC,D-I,2024-25,American,Patriot,12
Sophia Nagy,Fr.,MB,6-1,"Budapest, Hungary",Obudai Arpad Gimnazium,23,American University,838.0,Patriot League,american.edu,www.aueagles.com,DC,D-I,2024-25,American,Patriot,8
Olga Gergacz,Fr.,OH,6-2,"Gencsapati, Hungary",Bekescsabai Gimnazium,23,American University,838.0,Patriot League,american.edu,www.aueagles.com,DC,D-I,2024-25,American,Patriot,25
Bella Marrero,Fr.,L,5-6,"Burbank, CA",Campbell Hall,23,American University,838.0,Patriot League,american.edu,www.aueagles.com,DC,D-I,2024-25,American,Patriot,3
Deniz Dakak,Fr.,S,6-0,"Istanbul, Turkey",Irmak,23,American University,838.0,Patriot League,american.edu,www.aueagles.com,DC,D-I,2024-25,American,Patriot,5
Emma Blankenship,Fr.,MB,6-0,"Cleveland, OH",Notre Dame Cathedral Latin,23,American University,838.0,Patriot League,american.edu,www.aueagles.com,DC,D-I,2024-25,American,Patriot,4
Elise Sterling,Fr.,MB,6-0,"Orland Park, IL",Carl Sandburg,23,American University,838.0,Patriot League,american.edu,www.aueagles.com,DC,D-I,2024-25,American,Patriot,14
Zedo Yilmaz,Fr.,OH,6-1,"Istanbul, Turkey",Kemerburgaz Okyanus,23,American University,838.0,Patriot League,american.edu,www.aueagles.com,DC,D-I,2024-25,American,Patriot,18
Prinzez Zeck,So.,MB,6-0,"Silver Spring, MD",Wheaton,23,American University,838.0,Patriot League,american.edu,www.aueagles.com,DC,D-I,2024-25,American,Patriot,20
Caroline Farthing,So.,L/DS,5-9,"Boone, NC",Watauga,27,Appalachian State University,818.0,Sun Belt Conference,www.appstate.edu,appstatesports.com,NC,D-I,2024-25,App State,Sun Belt,5
Maya Winterhoff,Jr.,MB,6-2,"Charlottesville, VA",Albermarle,27,Appalachian State University,818.0,Sun Belt Conference,www.appstate.edu,appstatesports.com,NC,D-I,2024-25,App State,Sun Belt,2
Lulu Ambrose,Sr.,OH,6-1,"Fort Mill, SC",Fort Mill,27,Appalachian State University,818.0,Sun Belt Conference,www.appstate.edu,appstatesports.com,NC,D-I,2024-25,App State,Sun Belt,1
Delanie Grevengoed,So.,RS,6-2,"South Holland, IL",Chicago Christian,27,Appalachian State University,818.0,Sun Belt Conference,www.appstate.edu,appstatesports.com,NC,D-I,2024-25,App State,Sun Belt,23
Ava Leahy,So.,MB,6-1,"Charlotte, NC",,27,Appalachian State University,818.0,Sun Belt Conference,www.appstate.edu,appstatesports.com,NC,D-I,2024-25,App State,Sun Belt,7
Taylor McNear,So.,L/DS,5-6,"Grand Rapids, MN",Green Hope,27,Appalachian State University,818.0,Sun Belt Conference,www.appstate.edu,appstatesports.com,NC,D-I,2024-25,App State,Sun Belt,22
Lauren Pledger,Sr.,MB,6-1,"Charlotte, NC",Mountain Island Charter School,27,Appalachian State University,818.0,Sun Belt Conference,www.appstate.edu,appstatesports.com,NC,D-I,2024-25,App State,Sun Belt,6
Akila Hardie,So.,MB,6-0,"High Point, NC",Southwest Guilford,27,Appalachian State University,818.0,Sun Belt Conference,www.appstate.edu,appstatesports.com,NC,D-I,2024-25,App State,Sun Belt,12
Kenady Roper,Jr.,L/DS,5-8,"Morganton, NC",Patton,27,Appalachian State University,818.0,Sun Belt Conference,www.appstate.edu,appstatesports.com,NC,D-I,2024-25,App State,Sun Belt,15
Cierra Huntley,Sr.,OH,5-10,"Huntersville, NC",Davidson Day School,27,Appalachian State University,818.0,Sun Belt Conference,www.appstate.edu,appstatesports.com,NC,D-I,2024-25,App State,Sun Belt,8
Elise Marchal,Fr.,RS,6-1,"Kings Mills, OH",Kings Mills,27,Appalachian State University,818.0,Sun Belt Conference,www.appstate.edu,appstatesports.com,NC,D-I,2024-25,App State,Sun Belt,13
Julianna Horta,Fr.,S,5-10,"Clayton, NC",Corinth Holders,27,Appalachian State University,818.0,Sun Belt Conference,www.appstate.edu,appstatesports.com,NC,D-I,2024-25,App State,Sun Belt,3
Maddie Smith,Fr.,OH,6-0,"Hickory, NC",University Christian,27,Appalachian State University,818.0,Sun Belt Conference,www.appstate.edu,appstatesports.com,NC,D-I,2024-25,App State,Sun Belt,20
Bella Hutchens,Fr.,OH,5-11,"Pilot Mountain, NC",East Surry,27,Appalachian State University,818.0,Sun Belt Conference,www.appstate.edu,appstatesports.com,NC,D-I,2024-25,App State,Sun Belt,10
Addison Heidemann,Jr.,S,5-10,"Diller, NE",Diller-Odell,27,Appalachian State University,818.0,Sun Belt Conference,www.appstate.edu,appstatesports.com,NC,D-I,2024-25,App State,Sun Belt,4
Ava Tortorello,Sr.,DS,5-8,"Chicago Heights, IL",Latin School of Chicago,29,University of Arizona,25354.0,Big 12 Conference,www.arizona.edu,www.arizonawildcats.com,AZ,D-I,2024-25,Arizona,Big 12,14
Jordan Wilson,Jr.,OH,6-0,"Phoenix, AZ",Hamilton High School,29,University of Arizona,25354.0,Big 12 Conference,www.arizona.edu,www.arizonawildcats.com,AZ,D-I,2024-25,Arizona,Big 12,5
Sydnie Vanek,So.,OH,6-0,"Clovis, CA",Clovis High School,29,University of Arizona,25354.0,Big 12 Conference,www.arizona.edu,www.arizonawildcats.com,AZ,D-I,2024-25,Arizona,Big 12,1
Alayna Johnson,Sr.,MB,6-3,"Worthington, OH",Thomas Worthington High School,29,University of Arizona,25354.0,Big 12 Conference,www.arizona.edu,www.arizonawildcats.com,AZ,D-I,2024-25,Arizona,Big 12,32
Journey Tucker,So.,MB,6-3,"Buckeye, AZ",Verrado High School,29,University of Arizona,25354.0,Big 12 Conference,www.arizona.edu,www.arizonawildcats.com,AZ,D-I,2024-25,Arizona,Big 12,22
Giorgia Mandotti,So.,L/DS,5-7,"Milan, Italy",Liceo Virgilio Milano,29,University of Arizona,25354.0,Big 12 Conference,www.arizona.edu,www.arizonawildcats.com,AZ,D-I,2024-25,Arizona,Big 12,15
Haven Wray,Sr.,L/DS,5-6,"Peoria, AZ",Sunrise Mountain High School,29,University of Arizona,25354.0,Big 12 Conference,www.arizona.edu,www.arizonawildcats.com,AZ,D-I,2024-25,Arizona,Big 12,8
Ana Heath,Jr.,S,5-10,"Murphy, TX",Wylie High School,29,University of Arizona,25354.0,Big 12 Conference,www.arizona.edu,www.arizonawildcats.com,AZ,D-I,2024-25,Arizona,Big 12,7
Jaelyn Hodge,Sr.,OH,6-0,"Queen Creek, AZ",Basha High School,29,University of Arizona,25354.0,Big 12 Conference,www.arizona.edu,www.arizonawildcats.com,AZ,D-I,2024-25,Arizona,Big 12,11
An den Hamer,Fr.,OPP,6-1,"Apeldoorn, Netherlands",Veluws College Walterbosch,29,University of Arizona,25354.0,Big 12 Conference,www.arizona.edu,www.arizonawildcats.com,AZ,D-I,2024-25,Arizona,Big 12,23
Carlie Cisneros,Fr.,OH,6-0,"Kansas City, MO",Liberty North High School,29,University of Arizona,25354.0,Big 12 Conference,www.arizona.edu,www.arizonawildcats.com,AZ,D-I,2024-25,Arizona,Big 12,12
Amanda DeWitt,Sr.,OPP,6-1,"Jupiter, FL",Jupiter Community High School,29,University of Arizona,25354.0,Big 12 Conference,www.arizona.edu,www.arizonawildcats.com,AZ,D-I,2024-25,Arizona,Big 12,19
Kiari Robey,Sr.,MB,6-2,"Atlanta, GA",Hillgrove High School,29,University of Arizona,25354.0,Big 12 Conference,www.arizona.edu,www.arizonawildcats.com,AZ,D-I,2024-25,Arizona,Big 12,25
Brenna Ginder,Fr.,L/DS,5-5,"Fort Wayne, IN",Carroll High School,29,University of Arizona,25354.0,Big 12 Conference,www.arizona.edu,www.arizonawildcats.com,AZ,D-I,2024-25,Arizona,Big 12,3
Avery Scoggins,Fr.,S,6-0,"New Bern, NC",Middle Creek High School,29,University of Arizona,25354.0,Big 12 Conference,www.arizona.edu,www.arizonawildcats.com,AZ,D-I,2024-25,Arizona,Big 12,6
Adrianna Bridges,Fr.,MB,6-4,"Fort Lauderdale, FL",Westminster Academy,29,University of Arizona,25354.0,Big 12 Conference,www.arizona.edu,www.arizonawildcats.com,AZ,D-I,2024-25,Arizona,Big 12,13
Mary Shroll,Jr.,L,5-8,"Tempe, AZ",Corona Del Sol HS,28,Arizona State University,25354.0,Big 12 Conference,asu.edu,thesundevils.com,AZ,D-I,2024-25,Arizona St.,Big 12,11
Geli Cyr,Sr.,OH,5-10,"Flower Mound, TX",Flower Mound HS,28,Arizona State University,25354.0,Big 12 Conference,asu.edu,thesundevils.com,AZ,D-I,2024-25,Arizona St.,Big 12,8
Shania Cromartie,Sr.,OH,5-9,"Tallahassee, FL",Leon HS,28,Arizona State University,25354.0,Big 12 Conference,asu.edu,thesundevils.com,AZ,D-I,2024-25,Arizona St.,Big 12,4
Jillian Neal,So.,OH,6-2,"San Diego, CA",Del Norte HS,28,Arizona State University,25354.0,Big 12 Conference,asu.edu,thesundevils.com,AZ,D-I,2024-25,Arizona St.,Big 12,14
Hokulani Perez,So.,MB,6-0,"Honolulu, HI",Moanalua HS,28,Arizona State University,25354.0,Big 12 Conference,asu.edu,thesundevils.com,AZ,D-I,2024-25,Arizona St.,Big 12,21
Estella Zatechka,Jr.,L/DS,5-8,"Omaha, NE",Elkhorn South HS,28,Arizona State University,25354.0,Big 12 Conference,asu.edu,thesundevils.com,AZ,D-I,2024-25,Arizona St.,Big 12,2
Brynn Covell,So.,S,6-0,"Raleigh, NC",NC Volleyball Academy,28,Arizona State University,25354.0,Big 12 Conference,asu.edu,thesundevils.com,AZ,D-I,2024-25,Arizona St.,Big 12,27
Kiylah Presley,Fr.,OH,6-0,"Laurel, MD",Bishop McNamara HS,28,Arizona State University,25354.0,Big 12 Conference,asu.edu,thesundevils.com,AZ,D-I,2024-25,Arizona St.,Big 12,43
Bella Faria,Fr.,L/DS,5-9,"Springfield, MO",Kickapoo HS,28,Arizona State University,25354.0,Big 12 Conference,asu.edu,thesundevils.com,AZ,D-I,2024-25,Arizona St.,Big 12,1
Bailey Miller,Jr.,OH,6-3,"Quinlan, TX",Boles HS,28,Arizona State University,25354.0,Big 12 Conference,asu.edu,thesundevils.com,AZ,D-I,2024-25,Arizona St.,Big 12,22
Piper Rama,Fr.,L/DS,5-8,"Phoenix, AZ",Sandra Day O'Connor HS,28,Arizona State University,25354.0,Big 12 Conference,asu.edu,thesundevils.com,AZ,D-I,2024-25,Arizona St.,Big 12,13
Argentina Ung,Sr.,S,6-0,"Sonora, Mexico",Instituto Anglo-Mexicano,28,Arizona State University,25354.0,Big 12 Conference,asu.edu,thesundevils.com,AZ,D-I,2024-25,Arizona St.,Big 12,12
Claire Jeter,Sr.,MB,6-3,"Missouri City, TX",Ridge Point HS,28,Arizona State University,25354.0,Big 12 Conference,asu.edu,thesundevils.com,AZ,D-I,2024-25,Arizona St.,Big 12,23
Savannah Kjolhede,Sr.,MB,6-3,"Colleyville, TX",Grapevine HS,28,Arizona State University,25354.0,Big 12 Conference,asu.edu,thesundevils.com,AZ,D-I,2024-25,Arizona St.,Big 12,15
Jadyn Wilgus,Fr.,MB,6-2,"Austin, TX",Rouse HS,28,Arizona State University,25354.0,Big 12 Conference,asu.edu,thesundevils.com,AZ,D-I,2024-25,Arizona St.,Big 12,6
Roberta Rabelo,Sr.,OH,6-0,"Porto Alegre, Brazil",Grmio Nutico Unio,28,Arizona State University,25354.0,Big 12 Conference,asu.edu,thesundevils.com,AZ,D-I,2024-25,Arizona St.,Big 12,18
Taylor Motes,Fr.,OH,6-1,"Bixby, OK",Victory Christian School,30,Arkansas State University,818.0,Sun Belt Conference,www.astate.edu,www.astateredwolves.com,AR,D-I,2024-25,Arkansas St.,Sun Belt,20
Addison Collum,Fr.,RS,6-0,"Buena Park, CA",John F. Kennedy HS,30,Arkansas State University,818.0,Sun Belt Conference,www.astate.edu,www.astateredwolves.com,AR,D-I,2024-25,Arkansas St.,Sun Belt,15
Devyn Lewis,So.,OH,6-1,"Alvin, TX",Manvel HS,30,Arkansas State University,818.0,Sun Belt Conference,www.astate.edu,www.astateredwolves.com,AR,D-I,2024-25,Arkansas St.,Sun Belt,22
Grace Wiley,Sr.,RS,6-2,"The Woodlands, TX",Fort Bend Christian,30,Arkansas State University,818.0,Sun Belt Conference,www.astate.edu,www.astateredwolves.com,AR,D-I,2024-25,Arkansas St.,Sun Belt,10
Daedrianna Cail,Jr.,MB,5-11,"Marion, AR",Marion HS,30,Arkansas State University,818.0,Sun Belt Conference,www.astate.edu,www.astateredwolves.com,AR,D-I,2024-25,Arkansas St.,Sun Belt,4
Abby Harris,Jr.,RS,6-1,"Rogers, AR",Rogers HS,30,Arkansas State University,818.0,Sun Belt Conference,www.astate.edu,www.astateredwolves.com,AR,D-I,2024-25,Arkansas St.,Sun Belt,1
Valeria Ortiz,So.,S,5-8,"Laredo, TX",John B. Alexander HS,30,Arkansas State University,818.0,Sun Belt Conference,www.astate.edu,www.astateredwolves.com,AR,D-I,2024-25,Arkansas St.,Sun Belt,21
Haley Glunz,So.,MB,6-1,"Aurora, CO",Grandview HS,30,Arkansas State University,818.0,Sun Belt Conference,www.astate.edu,www.astateredwolves.com,AR,D-I,2024-25,Arkansas St.,Sun Belt,13
Mia Maloney,So.,L/DS,5-8,"Louisville, KY",Holy Cross HS,30,Arkansas State University,818.0,Sun Belt Conference,www.astate.edu,www.astateredwolves.com,AR,D-I,2024-25,Arkansas St.,Sun Belt,11
Maddie Wiersema,Jr.,RS,6-0,"Fremont, MI",Western Michigan Christian,30,Arkansas State University,818.0,Sun Belt Conference,www.astate.edu,www.astateredwolves.com,AR,D-I,2024-25,Arkansas St.,Sun Belt,9
Bailey Hall,So.,OH,5-10,"Memphis, TN",Arlington HS,30,Arkansas State University,818.0,Sun Belt Conference,www.astate.edu,www.astateredwolves.com,AR,D-I,2024-25,Arkansas St.,Sun Belt,12
Yazmyn Billings,Jr.,MB,6-2,"Atlanta, GA",Kipp Atlanta Collegiate HS,30,Arkansas State University,818.0,Sun Belt Conference,www.astate.edu,www.astateredwolves.com,AR,D-I,2024-25,Arkansas St.,Sun Belt,6
Kaitlin Whitlock,So.,OH,5-8,"San Antonio, TX",Clark HS,30,Arkansas State University,818.0,Sun Belt Conference,www.astate.edu,www.astateredwolves.com,AR,D-I,2024-25,Arkansas St.,Sun Belt,7
Libby Gee-Weiler,So.,L/DS,5-6,"McCordsville, IN",Mt. Vernon HS,30,Arkansas State University,818.0,Sun Belt Conference,www.astate.edu,www.astateredwolves.com,AR,D-I,2024-25,Arkansas St.,Sun Belt,3
Kyla Wiersema,So.,MB,6-0,"Fremont, MI",Western Michigan Christian,30,Arkansas State University,818.0,Sun Belt Conference,www.astate.edu,www.astateredwolves.com,AR,D-I,2024-25,Arkansas St.,Sun Belt,14
Reese Watters,Fr.,RS,6-0,"Greenbrier, AR",Greenbrier HS,30,Arkansas State University,818.0,Sun Belt Conference,www.astate.edu,www.astateredwolves.com,AR,D-I,2024-25,Arkansas St.,Sun Belt,16
Erin Madigan,So.,S,6-1,"Macomb, MI",Dakota HS,30,Arkansas State University,818.0,Sun Belt Conference,www.astate.edu,www.astateredwolves.com,AR,D-I,2024-25,Arkansas St.,Sun Belt,8
Sarah Martinez,Sr.,L/DS,5-4,"Flower Mound, TX",Flower Mound HS / Houston,30,Arkansas State University,818.0,Sun Belt Conference,www.astate.edu,www.astateredwolves.com,AR,D-I,2024-25,Arkansas St.,Sun Belt,2
Rosana Hicks,Sr.,OH,6-1,"Fayetteville, AR",Fayetteville,31,"University of Arkansas, Fayetteville",911.0,Southeastern Conference,www.uark.edu/,arkansasrazorbacks.com/,AR,D-I,2024-25,Arkansas,SEC,14
Courtney Jackson,Sr.,L,5-8,"Olathe, KS",Olathe Northwest,31,"University of Arkansas, Fayetteville",911.0,Southeastern Conference,www.uark.edu/,arkansasrazorbacks.com/,AR,D-I,2024-25,Arkansas,SEC,15
Skylar Ellison,So.,MB,6-1,"Aledo, TX",Aledo,31,"University of Arkansas, Fayetteville",911.0,Southeastern Conference,www.uark.edu/,arkansasrazorbacks.com/,AR,D-I,2024-25,Arkansas,SEC,17
Lily Dudley,Fr.,OH,5-11,"Columbia, MO",Rock Bridge,31,"University of Arkansas, Fayetteville",911.0,Southeastern Conference,www.uark.edu/,arkansasrazorbacks.com/,AR,D-I,2024-25,Arkansas,SEC,4
Aniya Madkin,Fr.,OH,6-2,"Clinton, MS",Clinton,31,"University of Arkansas, Fayetteville",911.0,Southeastern Conference,www.uark.edu/,arkansasrazorbacks.com/,AR,D-I,2024-25,Arkansas,SEC,9
Kylie Weeks,So.,L,5-6,"Elkhorn, NE",Elkhorn South,31,"University of Arkansas, Fayetteville",911.0,Southeastern Conference,www.uark.edu/,arkansasrazorbacks.com/,AR,D-I,2024-25,Arkansas,SEC,5
Zoi Evans,Sr.,MB,6-4,"Tampa, FL",Wiregrass,31,"University of Arkansas, Fayetteville",911.0,Southeastern Conference,www.uark.edu/,arkansasrazorbacks.com/,AR,D-I,2024-25,Arkansas,SEC,44
Avery Calame,So.,OH,5-11,"Mckinney, TX",McKinney-Boyd,31,"University of Arkansas, Fayetteville",911.0,Southeastern Conference,www.uark.edu/,arkansasrazorbacks.com/,AR,D-I,2024-25,Arkansas,SEC,1
Hannah Hogue,Sr.,S,5-8,"Fort Smith, AR",Fort Smith,31,"University of Arkansas, Fayetteville",911.0,Southeastern Conference,www.uark.edu/,arkansasrazorbacks.com/,AR,D-I,2024-25,Arkansas,SEC,18
Ava Roth,Fr.,L,5-6,"Festus, MO",Jefferson,31,"University of Arkansas, Fayetteville",911.0,Southeastern Conference,www.uark.edu/,arkansasrazorbacks.com/,AR,D-I,2024-25,Arkansas,SEC,22
Lo Jones,Fr.,S,5-9,"Carl Junction, MO",Carl Junction,31,"University of Arkansas, Fayetteville",911.0,Southeastern Conference,www.uark.edu/,arkansasrazorbacks.com/,AR,D-I,2024-25,Arkansas,SEC,8
Olivia Ruy,Fr.,OH,6-2,"Salt Lake City, UT",Woods Cross,31,"University of Arkansas, Fayetteville",911.0,Southeastern Conference,www.uark.edu/,arkansasrazorbacks.com/,AR,D-I,2024-25,Arkansas,SEC,19
Jada Lawson,Sr.,OH,5-7,"North Little Rock, AR",North Little Rock,31,"University of Arkansas, Fayetteville",911.0,Southeastern Conference,www.uark.edu/,arkansasrazorbacks.com/,AR,D-I,2024-25,Arkansas,SEC,2
Sania Petties,Sr.,MB,6-1,"Houston, TX",,31,"University of Arkansas, Fayetteville",911.0,Southeastern Conference,www.uark.edu/,arkansasrazorbacks.com/,AR,D-I,2024-25,Arkansas,SEC,3
Romani Thurman,So.,OPP,5-10,"Little Rock, AR",,31,"University of Arkansas, Fayetteville",911.0,Southeastern Conference,www.uark.edu/,arkansasrazorbacks.com/,AR,D-I,2024-25,Arkansas,SEC,30
Kayla Robertson,Fr.,OH,6-1,"Lake St Louis, MO",Timberland,31,"University of Arkansas, Fayetteville",911.0,Southeastern Conference,www.uark.edu/,arkansasrazorbacks.com/,AR,D-I,2024-25,Arkansas,SEC,7
Lauryn Lambert,Fr.,OH,5-9,"Murphy, TX",Plano East,31,"University of Arkansas, Fayetteville",911.0,Southeastern Conference,www.uark.edu/,arkansasrazorbacks.com/,AR,D-I,2024-25,Arkansas,SEC,0
Aleki Alexander,Fr.,MB,6-2,"Blue Springs, MO",Blue Springs,31,"University of Arkansas, Fayetteville",911.0,Southeastern Conference,www.uark.edu/,arkansasrazorbacks.com/,AR,D-I,2024-25,Arkansas,SEC,23
Jeila Fullerton,Sr.,OH,5-9,"Kissimmee, FL",Tohopekaliga,32,University of Arkansas at Little Rock,902.0,Ohio Valley Conference,www.ualr.edu,//lrtrojans.com,AR,D-I,2024-25,Little Rock,OVC,15
Bella Cherry,So.,OH,6-0,"Texarkana, TX",Texas High,32,University of Arkansas at Little Rock,902.0,Ohio Valley Conference,www.ualr.edu,//lrtrojans.com,AR,D-I,2024-25,Little Rock,OVC,8
Kaylee Smith,So.,S,5-7,"Little Rock, AR",Mount Saint Mary,32,University of Arkansas at Little Rock,902.0,Ohio Valley Conference,www.ualr.edu,//lrtrojans.com,AR,D-I,2024-25,Little Rock,OVC,11
Rylee McClintock,Jr.,L/DS,5-8,"Cape Girardeau, MO",Notre Dame Regional,32,University of Arkansas at Little Rock,902.0,Ohio Valley Conference,www.ualr.edu,//lrtrojans.com,AR,D-I,2024-25,Little Rock,OVC,7
