Name,Class,Position,Height,Hometown,High School,team_id,team_name,conference_id,conference_name,school_url,school_athletic_url,state,division,year,team_short,conference_short,Number
Zyara Harrison,Fr.,S,5-2,"Ferris, TX",Ferris High School,30240,Allen University,913.0,Southern Intercol. Ath. Conf.,allenuniversity.edu,auyellowjackets.com,SC,D-II,2024-25,Allen,SIAC,18
Amiri Mason,Sr.,DS,5-0,"Columbia, SC",Ridge View High School,30240,Allen University,913.0,Southern Intercol. Ath. Conf.,allenuniversity.edu,auyellowjackets.com,SC,D-II,2024-25,Allen,SIAC,4
Jaida Hansen,Jr.,RS,6-1,"Saint Cloud, MN",Apollo High School,30240,Allen University,913.0,Southern Intercol. Ath. Conf.,allenuniversity.edu,auyellowjackets.com,SC,D-II,2024-25,Allen,SIAC,3
Kaiya Walker,Jr.,MB,6-0,"Odenton, MD",Arundel,30240,Allen University,913.0,Southern Intercol. Ath. Conf.,allenuniversity.edu,auyellowjackets.com,SC,D-II,2024-25,Allen,SIAC,21
Jaida Jones,Fr.,DS,5-2,"Orlando, FL",Oakridge High School,30240,Allen University,913.0,Southern Intercol. Ath. Conf.,allenuniversity.edu,auyellowjackets.com,SC,D-II,2024-25,Allen,SIAC,7
Nakia Reed,Fr.,DS,5-5,"Tampa, FL",Sumner High School,30240,Allen University,913.0,Southern Intercol. Ath. Conf.,allenuniversity.edu,auyellowjackets.com,SC,D-II,2024-25,Allen,SIAC,9
Dazzalon Larkins,Sr.,RS,5-10,"Abilene, TX",Abilene High School,30240,Allen University,913.0,Southern Intercol. Ath. Conf.,allenuniversity.edu,auyellowjackets.com,SC,D-II,2024-25,Allen,SIAC,24
Sa'Nyah Daly,Fr.,S,5-7,"Nashville, TN",Centennial High School,30240,Allen University,913.0,Southern Intercol. Ath. Conf.,allenuniversity.edu,auyellowjackets.com,SC,D-II,2024-25,Allen,SIAC,19
Aiyala Williams,Fr.,DS,5-3,"Los Angeles, CA",Swansea High School,30240,Allen University,913.0,Southern Intercol. Ath. Conf.,allenuniversity.edu,auyellowjackets.com,SC,D-II,2024-25,Allen,SIAC,13
Jani Smith,Jr.,MB,5-10,"Tampa, FL",Tampa Bay Technical High School,30240,Allen University,913.0,Southern Intercol. Ath. Conf.,allenuniversity.edu,auyellowjackets.com,SC,D-II,2024-25,Allen,SIAC,6
Dacia Lowery,So.,RS,5-8,"Randleman, NC",Uwharrie Charter Academy,30240,Allen University,913.0,Southern Intercol. Ath. Conf.,allenuniversity.edu,auyellowjackets.com,SC,D-II,2024-25,Allen,SIAC,15
Sydney Ross,Jr.,RS,6-0,"Sachse, TX",Sachse High School,30240,Allen University,913.0,Southern Intercol. Ath. Conf.,allenuniversity.edu,auyellowjackets.com,SC,D-II,2024-25,Allen,SIAC,23
Victoria Soto Burgos,So.,MB,5-9,,,22,American International College,899.0,Northeast-10 Conference,aic.edu,aicyellowjackets.com,MA,D-II,2024-25,American Int'l,NE10,8
Mya Rodriguez,So.,DS,5-2,,,22,American International College,899.0,Northeast-10 Conference,aic.edu,aicyellowjackets.com,MA,D-II,2024-25,American Int'l,NE10,6
Claudia Flores Marrero,So.,OH,5-8,,,22,American International College,899.0,Northeast-10 Conference,aic.edu,aicyellowjackets.com,MA,D-II,2024-25,American Int'l,NE10,12
Alice Di Francesco,Sr.,S,5-7,,,22,American International College,899.0,Northeast-10 Conference,aic.edu,aicyellowjackets.com,MA,D-II,2024-25,American Int'l,NE10,11
Gabryela Castro de Jesus,Sr.,OH,5-10,,,22,American International College,899.0,Northeast-10 Conference,aic.edu,aicyellowjackets.com,MA,D-II,2024-25,American Int'l,NE10,17
Yuleishka Alvelo Melendez,So.,OH,5-4,,,22,American International College,899.0,Northeast-10 Conference,aic.edu,aicyellowjackets.com,MA,D-II,2024-25,American Int'l,NE10,15
Perla Rosa,Jr.,DS,5-3,,,22,American International College,899.0,Northeast-10 Conference,aic.edu,aicyellowjackets.com,MA,D-II,2024-25,American Int'l,NE10,3
Daniella Russo-Lolas,Jr.,L,5-10,,,22,American International College,899.0,Northeast-10 Conference,aic.edu,aicyellowjackets.com,MA,D-II,2024-25,American Int'l,NE10,16
Carissa Michel,So.,OH,5-10,,,22,American International College,899.0,Northeast-10 Conference,aic.edu,aicyellowjackets.com,MA,D-II,2024-25,American Int'l,NE10,9
Kiya Yeoman,Sr.,MB,6-1,,,22,American International College,899.0,Northeast-10 Conference,aic.edu,aicyellowjackets.com,MA,D-II,2024-25,American Int'l,NE10,13
Jelena Milovanovic,Jr.,OH,6-0,,,22,American International College,899.0,Northeast-10 Conference,aic.edu,aicyellowjackets.com,MA,D-II,2024-25,American Int'l,NE10,20
Chelsea Foulis,Jr.,RS,6-0,"Wilbraham, MA",Minnechaug,22,American International College,899.0,Northeast-10 Conference,aic.edu,aicyellowjackets.com,MA,D-II,2024-25,American Int'l,NE10,18
Victoria Mendez,So.,S,5-8,,,22,American International College,899.0,Northeast-10 Conference,aic.edu,aicyellowjackets.com,MA,D-II,2024-25,American Int'l,NE10,14
Aleksandra Ivanovic,Sr.,MB,6-2,,,22,American International College,899.0,Northeast-10 Conference,aic.edu,aicyellowjackets.com,MA,D-II,2024-25,American Int'l,NE10,10
Janelys Perez Cortes,So.,OH,5-8,,,22,American International College,899.0,Northeast-10 Conference,aic.edu,aicyellowjackets.com,MA,D-II,2024-25,American Int'l,NE10,2
Aleksandra Lucic,Fr.,OH,6-3,,,22,American International College,899.0,Northeast-10 Conference,aic.edu,aicyellowjackets.com,MA,D-II,2024-25,American Int'l,NE10,19
Amelia Scarchilli,So.,L/DS,5-4,,,22,American International College,899.0,Northeast-10 Conference,aic.edu,aicyellowjackets.com,MA,D-II,2024-25,American Int'l,NE10,7
Zorybeth Febres,Fr.,S,5-6,,,22,American International College,899.0,Northeast-10 Conference,aic.edu,aicyellowjackets.com,MA,D-II,2024-25,American Int'l,NE10,1
Paola Soto-Burgos,Sr.,OH,5-11,,,22,American International College,899.0,Northeast-10 Conference,aic.edu,aicyellowjackets.com,MA,D-II,2024-25,American Int'l,NE10,4
Kyra Smith,Fr.,OH,5-10,,,22,American International College,899.0,Northeast-10 Conference,aic.edu,aicyellowjackets.com,MA,D-II,2024-25,American Int'l,NE10,5
Kaitlyn Barrett,Jr.,OH,5-11,"Inman, SC",Chesnee High School,13028,Anderson University (South Carolina),12850.0,South Atlantic Conference,www.andersonuniversity.edu,www.autrojans.com,SC,D-II,2024-25,Anderson (SC),SAC,20
Savannah Cox,Jr.,S,5-6,"Simpsonville, SC",Hillcrest High School,13028,Anderson University (South Carolina),12850.0,South Atlantic Conference,www.andersonuniversity.edu,www.autrojans.com,SC,D-II,2024-25,Anderson (SC),SAC,22
Sophie Deese,So.,L/DS,5-7,"Hickory, NC",University Christian High School,13028,Anderson University (South Carolina),12850.0,South Atlantic Conference,www.andersonuniversity.edu,www.autrojans.com,SC,D-II,2024-25,Anderson (SC),SAC,18
Ellie Nieporte,So.,S,5-10,"Boca Raton, FL",Oxbridge Academy,13028,Anderson University (South Carolina),12850.0,South Atlantic Conference,www.andersonuniversity.edu,www.autrojans.com,SC,D-II,2024-25,Anderson (SC),SAC,15
Hannah Neff,Sr.,OH,5-8,"Fort Mill, SC",Nation Ford High School,13028,Anderson University (South Carolina),12850.0,South Atlantic Conference,www.andersonuniversity.edu,www.autrojans.com,SC,D-II,2024-25,Anderson (SC),SAC,3
Karley Black,So.,OH,5-10,"Leander, TX",Rouse High School,13028,Anderson University (South Carolina),12850.0,South Atlantic Conference,www.andersonuniversity.edu,www.autrojans.com,SC,D-II,2024-25,Anderson (SC),SAC,10
Ava Reeves,So.,OH,5-8,"Lexington, SC",River Bluff High School,13028,Anderson University (South Carolina),12850.0,South Atlantic Conference,www.andersonuniversity.edu,www.autrojans.com,SC,D-II,2024-25,Anderson (SC),SAC,5
Brantley Chipley,Jr.,MB,6-0,"Spartanburg, SC",Dorman High School,13028,Anderson University (South Carolina),12850.0,South Atlantic Conference,www.andersonuniversity.edu,www.autrojans.com,SC,D-II,2024-25,Anderson (SC),SAC,12
Hannah Beville,Jr.,RS,5-9,"Greenville, SC",Greenville High School,13028,Anderson University (South Carolina),12850.0,South Atlantic Conference,www.andersonuniversity.edu,www.autrojans.com,SC,D-II,2024-25,Anderson (SC),SAC,1
Emily Campbell,So.,MB,6-0,"Statesville, NC",North Iredell High School,13028,Anderson University (South Carolina),12850.0,South Atlantic Conference,www.andersonuniversity.edu,www.autrojans.com,SC,D-II,2024-25,Anderson (SC),SAC,7
Katy Smith,Jr.,L/DS,5-4,"Fleming Island, FL",Fleming Island High School,13028,Anderson University (South Carolina),12850.0,South Atlantic Conference,www.andersonuniversity.edu,www.autrojans.com,SC,D-II,2024-25,Anderson (SC),SAC,8
Tara Wheeler,Fr.,OH,5-6,"Greenville, SC",Bob Jones Academy,13028,Anderson University (South Carolina),12850.0,South Atlantic Conference,www.andersonuniversity.edu,www.autrojans.com,SC,D-II,2024-25,Anderson (SC),SAC,6
Mia Elder,Fr.,RS,6-1,"Leland, NC",Hoggard HS,13028,Anderson University (South Carolina),12850.0,South Atlantic Conference,www.andersonuniversity.edu,www.autrojans.com,SC,D-II,2024-25,Anderson (SC),SAC,11
Mya Brown,Fr.,MB,6-0,"Concord, NC",Central Cabarrus HS,13028,Anderson University (South Carolina),12850.0,South Atlantic Conference,www.andersonuniversity.edu,www.autrojans.com,SC,D-II,2024-25,Anderson (SC),SAC,13
Libby Nieporte,Sr.,OH,5-9,"Boca Raton, FL",Oxbridge Academy,13028,Anderson University (South Carolina),12850.0,South Atlantic Conference,www.andersonuniversity.edu,www.autrojans.com,SC,D-II,2024-25,Anderson (SC),SAC,14
Jacey Olsen,Fr.,OH,6-0,"Aberdeen, NC",Pinecrest HS,13028,Anderson University (South Carolina),12850.0,South Atlantic Conference,www.andersonuniversity.edu,www.autrojans.com,SC,D-II,2024-25,Anderson (SC),SAC,16
Mia Bennett,Fr.,S,5-7,"Boiling Springs, SC",High Point Academy,13028,Anderson University (South Carolina),12850.0,South Atlantic Conference,www.andersonuniversity.edu,www.autrojans.com,SC,D-II,2024-25,Anderson (SC),SAC,19
Maura Kindel,Fr.,MB,6-0,"Easley, SC",Powdersville HS,13028,Anderson University (South Carolina),12850.0,South Atlantic Conference,www.andersonuniversity.edu,www.autrojans.com,SC,D-II,2024-25,Anderson (SC),SAC,17
Kaila Garnett,Jr.,RS,5-9,"Plano, TX",Plano West,25,Angelo State University,868.0,Lone Star Conference,www.angelo.edu,www.angelosports.com,TX,D-II,2024-25,Angelo St.,Lone Star,14
Krizia Perez,So.,DS,5-6,"Laredo, TX",United,25,Angelo State University,868.0,Lone Star Conference,www.angelo.edu,www.angelosports.com,TX,D-II,2024-25,Angelo St.,Lone Star,25
Caleigh Enax,Sr.,DS,5-8,"Haslet, TX",Eaton,25,Angelo State University,868.0,Lone Star Conference,www.angelo.edu,www.angelosports.com,TX,D-II,2024-25,Angelo St.,Lone Star,11
Madi Parrish,So.,OH,5-9,"Saginaw, TX",Boswell,25,Angelo State University,868.0,Lone Star Conference,www.angelo.edu,www.angelosports.com,TX,D-II,2024-25,Angelo St.,Lone Star,6
Cate Boldrick,Jr.,MB,6-0,"Austin, TX",Westlake,25,Angelo State University,868.0,Lone Star Conference,www.angelo.edu,www.angelosports.com,TX,D-II,2024-25,Angelo St.,Lone Star,8
Hannah Spencer,So.,MB,6-1,"San Antonio, TX",Cornerstone Christian,25,Angelo State University,868.0,Lone Star Conference,www.angelo.edu,www.angelosports.com,TX,D-II,2024-25,Angelo St.,Lone Star,22
Alli Kirkpatrick,So.,S,5-11,"Bonham, TX",Bonham,25,Angelo State University,868.0,Lone Star Conference,www.angelo.edu,www.angelosports.com,TX,D-II,2024-25,Angelo St.,Lone Star,4
Ireland Ferguson,Jr.,DS,5-4,"Venice, FL",Venice,25,Angelo State University,868.0,Lone Star Conference,www.angelo.edu,www.angelosports.com,TX,D-II,2024-25,Angelo St.,Lone Star,7
Jaedyn Woolley,Sr.,DS,5-6,"Amarillo, TX",Amarillo,25,Angelo State University,868.0,Lone Star Conference,www.angelo.edu,www.angelosports.com,TX,D-II,2024-25,Angelo St.,Lone Star,2
Allie Duitsman,Fr.,DS,5-6,"Prosper, TX",Prosper,25,Angelo State University,868.0,Lone Star Conference,www.angelo.edu,www.angelosports.com,TX,D-II,2024-25,Angelo St.,Lone Star,20
Marta Roicka,Sr.,S,6-0,"Warsaw, Poland",North Central Texas Academy,25,Angelo State University,868.0,Lone Star Conference,www.angelo.edu,www.angelosports.com,TX,D-II,2024-25,Angelo St.,Lone Star,23
Ella Unterweger,Jr.,OH,5-10,"Oconomowoc, WI",Oconomowoc,25,Angelo State University,868.0,Lone Star Conference,www.angelo.edu,www.angelosports.com,TX,D-II,2024-25,Angelo St.,Lone Star,21
Taryn Barnes,Fr.,OH,5-9,"Southlake, TX",Carroll,25,Angelo State University,868.0,Lone Star Conference,www.angelo.edu,www.angelosports.com,TX,D-II,2024-25,Angelo St.,Lone Star,9
Julia Hopkins,Fr.,OH,6-0,"Austin, TX",Westwood,25,Angelo State University,868.0,Lone Star Conference,www.angelo.edu,www.angelosports.com,TX,D-II,2024-25,Angelo St.,Lone Star,12
Amelia Creacy,Fr.,RS,6-1,"Cypress, TX",Bridgeland,25,Angelo State University,868.0,Lone Star Conference,www.angelo.edu,www.angelosports.com,TX,D-II,2024-25,Angelo St.,Lone Star,13
Adeline Ortman,Sr.,S,5-7,"Rhome, TX",Eaton,25,Angelo State University,868.0,Lone Star Conference,www.angelo.edu,www.angelosports.com,TX,D-II,2024-25,Angelo St.,Lone Star,1
Demi Carter,Fr.,MB,6-2,"Bridge City, TX",Bridge City,25,Angelo State University,868.0,Lone Star Conference,www.angelo.edu,www.angelosports.com,TX,D-II,2024-25,Angelo St.,Lone Star,15
Evelyn Torres,Sr.,OH,5-9,"Fort Worth, TX",Aledo,25,Angelo State University,868.0,Lone Star Conference,www.angelo.edu,www.angelosports.com,TX,D-II,2024-25,Angelo St.,Lone Star,5
Sydney Thornton,Fr.,MB,5-10,"Prosper, TX",Prosper,25,Angelo State University,868.0,Lone Star Conference,www.angelo.edu,www.angelosports.com,TX,D-II,2024-25,Angelo St.,Lone Star,10
Kaitlyn Neal,Jr.,OH,5-11,,,947,Arkansas Tech University,30144.0,Great American Conference,www.atu.edu,www.arkansastechsports.com/,AR,D-II,2024-25,Arkansas Tech,GAC,12
Jordan Clouse,Sr.,MB,6-1,,,947,Arkansas Tech University,30144.0,Great American Conference,www.atu.edu,www.arkansastechsports.com/,AR,D-II,2024-25,Arkansas Tech,GAC,8
Aspen Jankowski,Jr.,S,5-10,,,947,Arkansas Tech University,30144.0,Great American Conference,www.atu.edu,www.arkansastechsports.com/,AR,D-II,2024-25,Arkansas Tech,GAC,14
Allison Jackson,So.,OH,5-11,,,947,Arkansas Tech University,30144.0,Great American Conference,www.atu.edu,www.arkansastechsports.com/,AR,D-II,2024-25,Arkansas Tech,GAC,15
Kenzie Garrett,So.,S,5-7,,,947,Arkansas Tech University,30144.0,Great American Conference,www.atu.edu,www.arkansastechsports.com/,AR,D-II,2024-25,Arkansas Tech,GAC,11
Madi Hartman,So.,DS,5-8,,,947,Arkansas Tech University,30144.0,Great American Conference,www.atu.edu,www.arkansastechsports.com/,AR,D-II,2024-25,Arkansas Tech,GAC,7
Savannah Meyer,So.,OH,5-11,,,947,Arkansas Tech University,30144.0,Great American Conference,www.atu.edu,www.arkansastechsports.com/,AR,D-II,2024-25,Arkansas Tech,GAC,23
Sierra Orton,Sr.,OPP,6-3,,,947,Arkansas Tech University,30144.0,Great American Conference,www.atu.edu,www.arkansastechsports.com/,AR,D-II,2024-25,Arkansas Tech,GAC,21
Emma Kiser,Jr.,S,5-9,,,947,Arkansas Tech University,30144.0,Great American Conference,www.atu.edu,www.arkansastechsports.com/,AR,D-II,2024-25,Arkansas Tech,GAC,2
Kariela Torres,Jr.,DS,5-2,,,947,Arkansas Tech University,30144.0,Great American Conference,www.atu.edu,www.arkansastechsports.com/,AR,D-II,2024-25,Arkansas Tech,GAC,3
Erica Vogel,Fr.,OH,5-11,,,947,Arkansas Tech University,30144.0,Great American Conference,www.atu.edu,www.arkansastechsports.com/,AR,D-II,2024-25,Arkansas Tech,GAC,10
Karlly Dillard,Fr.,MB,6-1,,,947,Arkansas Tech University,30144.0,Great American Conference,www.atu.edu,www.arkansastechsports.com/,AR,D-II,2024-25,Arkansas Tech,GAC,19
Carson Thiebaud,Fr.,MB,6-1,,,947,Arkansas Tech University,30144.0,Great American Conference,www.atu.edu,www.arkansastechsports.com/,AR,D-II,2024-25,Arkansas Tech,GAC,22
Addison Lanning,Fr.,RS,6-0,,,947,Arkansas Tech University,30144.0,Great American Conference,www.atu.edu,www.arkansastechsports.com/,AR,D-II,2024-25,Arkansas Tech,GAC,25
Samantha Wojtowicz,Fr.,DS,5-2,,,947,Arkansas Tech University,30144.0,Great American Conference,www.atu.edu,www.arkansastechsports.com/,AR,D-II,2024-25,Arkansas Tech,GAC,4
Henley Hooks,So.,RS,5-10,,,947,Arkansas Tech University,30144.0,Great American Conference,www.atu.edu,www.arkansastechsports.com/,AR,D-II,2024-25,Arkansas Tech,GAC,9
Maddi Siedenburg,Sr.,OH,5-9,,,947,Arkansas Tech University,30144.0,Great American Conference,www.atu.edu,www.arkansastechsports.com/,AR,D-II,2024-25,Arkansas Tech,GAC,20
Jamie Myrick,Sr.,L,5-2,,,947,Arkansas Tech University,30144.0,Great American Conference,www.atu.edu,www.arkansastechsports.com/,AR,D-II,2024-25,Arkansas Tech,GAC,13
Trinity Funderburk,Jr.,S,5-8,,,30105,"University of Arkansas, Fort Smith",883.0,Mid-America Intercollegiate Athletics Association,www.uafs.edu/Home/Index,www.uafortsmithlions.com,AR,D-II,2024-25,Ark.-Fort Smith,Mid-America Intercollegiate,1
Macie Grams,Jr.,DS,5-7,,,30105,"University of Arkansas, Fort Smith",883.0,Mid-America Intercollegiate Athletics Association,www.uafs.edu/Home/Index,www.uafortsmithlions.com,AR,D-II,2024-25,Ark.-Fort Smith,Mid-America Intercollegiate,6
Kaelyn McDonald,So.,MB,6-0,,,30105,"University of Arkansas, Fort Smith",883.0,Mid-America Intercollegiate Athletics Association,www.uafs.edu/Home/Index,www.uafortsmithlions.com,AR,D-II,2024-25,Ark.-Fort Smith,Mid-America Intercollegiate,12
Hannah Watkins,Jr.,MB,6-6,,,30105,"University of Arkansas, Fort Smith",883.0,Mid-America Intercollegiate Athletics Association,www.uafs.edu/Home/Index,www.uafortsmithlions.com,AR,D-II,2024-25,Ark.-Fort Smith,Mid-America Intercollegiate,19
Nyia Anderson,Sr.,OH,5-8,,,30105,"University of Arkansas, Fort Smith",883.0,Mid-America Intercollegiate Athletics Association,www.uafs.edu/Home/Index,www.uafortsmithlions.com,AR,D-II,2024-25,Ark.-Fort Smith,Mid-America Intercollegiate,11
Brianna Ball,So.,MB,6-0,,,30105,"University of Arkansas, Fort Smith",883.0,Mid-America Intercollegiate Athletics Association,www.uafs.edu/Home/Index,www.uafortsmithlions.com,AR,D-II,2024-25,Ark.-Fort Smith,Mid-America Intercollegiate,14
Laci Gratkowski,Jr.,RS,6-3,,,30105,"University of Arkansas, Fort Smith",883.0,Mid-America Intercollegiate Athletics Association,www.uafs.edu/Home/Index,www.uafortsmithlions.com,AR,D-II,2024-25,Ark.-Fort Smith,Mid-America Intercollegiate,16
Taylor Damme,Fr.,OH,5-10,,,30105,"University of Arkansas, Fort Smith",883.0,Mid-America Intercollegiate Athletics Association,www.uafs.edu/Home/Index,www.uafortsmithlions.com,AR,D-II,2024-25,Ark.-Fort Smith,Mid-America Intercollegiate,3
Scarlette Young,Fr.,S,5-11,,,30105,"University of Arkansas, Fort Smith",883.0,Mid-America Intercollegiate Athletics Association,www.uafs.edu/Home/Index,www.uafortsmithlions.com,AR,D-II,2024-25,Ark.-Fort Smith,Mid-America Intercollegiate,9
Brooke Rifkin,So.,L/DS,5-3,"Dallas, TX",Richardson,30105,"University of Arkansas, Fort Smith",883.0,Mid-America Intercollegiate Athletics Association,www.uafs.edu/Home/Index,www.uafortsmithlions.com,AR,D-II,2024-25,Ark.-Fort Smith,Mid-America Intercollegiate,15
Summer Meyer,Jr.,L,5-4,,,30105,"University of Arkansas, Fort Smith",883.0,Mid-America Intercollegiate Athletics Association,www.uafs.edu/Home/Index,www.uafortsmithlions.com,AR,D-II,2024-25,Ark.-Fort Smith,Mid-America Intercollegiate,17
Brelee Mauldin,Fr.,S,5-10,,,30105,"University of Arkansas, Fort Smith",883.0,Mid-America Intercollegiate Athletics Association,www.uafs.edu/Home/Index,www.uafortsmithlions.com,AR,D-II,2024-25,Ark.-Fort Smith,Mid-America Intercollegiate,4
Lyric Steward,Fr.,OH,5-8,,,30105,"University of Arkansas, Fort Smith",883.0,Mid-America Intercollegiate Athletics Association,www.uafs.edu/Home/Index,www.uafortsmithlions.com,AR,D-II,2024-25,Ark.-Fort Smith,Mid-America Intercollegiate,5
Calista Miller,Fr.,DS,5-3,,,30105,"University of Arkansas, Fort Smith",883.0,Mid-America Intercollegiate Athletics Association,www.uafs.edu/Home/Index,www.uafortsmithlions.com,AR,D-II,2024-25,Ark.-Fort Smith,Mid-America Intercollegiate,8
Morgan Creer,Fr.,RS,6-0,,,30105,"University of Arkansas, Fort Smith",883.0,Mid-America Intercollegiate Athletics Association,www.uafs.edu/Home/Index,www.uafortsmithlions.com,AR,D-II,2024-25,Ark.-Fort Smith,Mid-America Intercollegiate,13
Caelyn Gunn,Jr.,OH,5-10,,,30105,"University of Arkansas, Fort Smith",883.0,Mid-America Intercollegiate Athletics Association,www.uafs.edu/Home/Index,www.uafortsmithlions.com,AR,D-II,2024-25,Ark.-Fort Smith,Mid-America Intercollegiate,10
Sophia McIntyre,So.,RS,5-10,,,30105,"University of Arkansas, Fort Smith",883.0,Mid-America Intercollegiate Athletics Association,www.uafs.edu/Home/Index,www.uafortsmithlions.com,AR,D-II,2024-25,Ark.-Fort Smith,Mid-America Intercollegiate,2
Jacia Hayes,Jr.,MB,5-11,,,30105,"University of Arkansas, Fort Smith",883.0,Mid-America Intercollegiate Athletics Association,www.uafs.edu/Home/Index,www.uafortsmithlions.com,AR,D-II,2024-25,Ark.-Fort Smith,Mid-America Intercollegiate,18
Abrielle Jordan,Sr.,MB,6-0,"Cedar Hill, TX",Cedar Hill High School,8411,"University of Arkansas, Monticello",30144.0,Great American Conference,www.uamont.edu,www.uamsports.com,AR,D-II,2024-25,Ark.-Monticello,GAC,13
